elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
59.385,148.035,99.0,1740.24609375,32768.0
59.773,147.007,99.0,1748.234375,32768.0
60.157,142.069,99.0,1756.2421875,32768.0
60.528,130.04,99.0,1761.703125,32768.0
60.89,112.098,99.0,1773.703125,32768.0
61.251,97.051,99.0,1781.7109375,32768.0
61.613,91.01,99.0,1793.87890625,32768.0
61.989,92.013,99.0,1802.12890625,32768.0
62.347,89.075,100.0,1814.13671875,32768.0
62.711,86.093,100.0,1822.12890625,32768.0
63.068,84.059,100.0,1830.140625,32768.0
63.43,81.051,100.0,1842.24609375,32768.0
63.794,79.08,100.0,1850.24609375,32768.0
64.16,80.037,100.0,1864.79296875,32768.0
64.518,78.055,100.0,1877.04296875,32768.0
64.879,77.063,100.0,1885.04296875,32768.0
65.238,77.002,100.0,1897.04296875,32768.0
65.602,78.041,100.0,1905.171875,32768.0
65.967,76.027,100.0,1913.171875,32768.0
66.327,72.049,100.0,1925.546875,32768.0
66.685,68.01,100.0,1933.5390625,32768.0
67.044,68.007,100.0,1948.0546875,32768.0
67.404,71.078,100.0,1960.9453125,32768.0
67.765,73.068,100.0,1571.88671875,32768.0
68.147,76.005,100.0,1613.265625,32768.0
68.513,85.068,100.0,1621.2578125,32768.0
68.897,81.062,100.0,1633.24609375,32768.0
69.259,82.029,100.0,1641.2109375,32768.0
69.625,81.028,100.0,1649.23828125,32768.0
69.984,90.071,100.0,1688.6875,32768.0
70.348,98.026,100.0,1696.6875,32768.0
70.719,97.024,100.0,1708.6875,32768.0
71.088,100.079,100.0,1709.67578125,32768.0
71.464,95.08,100.0,1721.7890625,32768.0
71.827,92.036,100.0,1722.2734375,32768.0
72.188,98.046,100.0,1774.01953125,32768.0
72.553,92.048,100.0,1790.01953125,32768.0
72.912,86.026,100.0,1797.8828125,32768.0
73.278,87.074,100.0,1801.8515625,32768.0
73.647,88.031,100.0,1817.6171875,32768.0
74.012,86.013,100.0,1816.57421875,32768.0
74.381,86.099,100.0,1828.578125,32768.0
74.746,89.061,100.0,1844.8359375,32768.0
75.117,94.072,100.0,1856.84375,32768.0
75.488,95.003,100.0,1906.04296875,32768.0
75.852,92.072,100.0,1916.26171875,32768.0
76.214,87.033,100.0,1928.2734375,32768.0
76.581,81.073,100.0,1936.26171875,32768.0
76.939,78.013,100.0,1948.26171875,32768.0
77.301,75.092,100.0,1956.25,32768.0
77.664,73.072,100.0,1964.26171875,32768.0
78.026,72.048,100.0,1895.23828125,32768.0
78.393,72.081,100.0,1903.24609375,32768.0
78.753,72.023,100.0,1923.2734375,32768.0
79.11,74.082,100.0,1931.02734375,32768.0
79.474,74.005,100.0,1939.01953125,32768.0
